KEY,SENTENCE,angry,disgust,fear,happy,neutral,sad,surprise,emocao_predominante,text_valence
1_10004_u,"And of those few months, how long have you been a demented sex pervert?",0.02926233410835266,0.05656399577856064,0.013240555301308632,0.002928811125457287,0.7251228094100952,0.015022960491478443,0.1578584462404251,neutral,-0.11116103455424309
1_10009_u,"Let the dead man talk. So, why do you think that?",0.3381890654563904,0.239630788564682,0.01499265618622303,0.00420953705906868,0.11495442688465118,0.010850323364138603,0.2771732807159424,angry,-0.5994532965123653
1_1001_u,"What else? Sell it on eBay as ""slightly used.""",0.020486893132328987,0.01451589073985815,0.002254217630252242,0.004325535148382187,0.9155508279800415,0.0036343568935990334,0.03923235461115837,neutral,-0.036565823247656226
1_1003_u,"Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.",0.029462266713380814,0.14135529100894928,0.04868897795677185,0.04784933850169182,0.6858214735984802,0.04308140650391579,0.0037412166129797697,neutral,-0.2147386036813259
1_10190_u,"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",0.008419739082455635,0.02258245274424553,0.053920187056064606,0.011488930322229862,0.8513201475143433,0.024275511503219604,0.027993064373731613,neutral,-0.09770896006375551
1_10462_u,"You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.",0.010409723967313766,0.007721366826444864,0.00454450910910964,0.2976468503475189,0.5151450634002686,0.012498241849243641,0.1520342081785202,neutral,0.262473008595407
1_10495_u,"And if it turns out you don't... - you and I could live together. - You and... Oh, sure.",0.06809218227863312,0.060847487300634384,0.02870243415236473,0.036633655428886414,0.4623010456562042,0.14723233878612518,0.19619089365005493,neutral,-0.268240787088871
1_10496_u,"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!",0.14689986407756805,0.05670887231826782,0.008149465546011925,0.3912705183029175,0.1815005987882614,0.03397107124328613,0.18149957060813904,happy,0.14554124511778355
1_105_u,I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.,0.009889014065265656,0.024654705077409744,0.0029980300460010767,0.0035821942146867514,0.9249209761619568,0.004143196623772383,0.029811859130859375,neutral,-0.03810275159776211
1_10748_u,"There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.",0.04451094567775726,0.04095657169818878,0.011395487003028393,0.0023989365436136723,0.8780103325843811,0.013236511498689651,0.00949116051197052,neutral,-0.10770057933405042
1_10797_u,"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",0.10120807588100433,0.48901379108428955,0.006768941413611174,0.003796112257987261,0.3267214894294739,0.019394999369978905,0.05309661105275154,disgust,-0.6125896954908967
1_10810_u,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,0.036649782210588455,0.016006886959075928,0.07236258685588837,0.014238587580621243,0.843019425868988,0.005799554288387299,0.011923245154321194,neutral,-0.1165802227333188
1_10829_u,"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",0.004208886995911598,0.0022706727031618357,0.0012688410934060812,0.01739387772977352,0.018280109390616417,0.0057304976508021355,0.9508470892906189,surprise,0.003914979286491871
1_10849_u,That's how much buying a comic book store means to me.,0.012742012739181519,0.009124373085796833,0.005178842693567276,0.1235019713640213,0.544746458530426,0.007890129461884499,0.29681628942489624,neutral,0.08856661338359118
1_10853_u,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",0.08411189913749695,0.13498853147029877,0.0411236472427845,0.00767868896946311,0.6900484561920166,0.036082711070775986,0.005966090597212315,neutral,-0.2886280999518931
1_10857_u,It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,0.008991350419819355,0.049819640815258026,0.0028818536084145308,0.08531300723552704,0.7652526497840881,0.00934662763029337,0.0783948078751564,neutral,0.014273534761741757
1_10859_u,I don't need a reason-- it's my house.,0.8075910210609436,0.07345984876155853,0.011329391039907932,0.0031686127185821533,0.07710766047239304,0.01753864251077175,0.009804765693843365,angry,-0.9067502906545997
1_10890_u,"Boy, when you met Bernadette, the field of robotics really took a hit.",0.04205319285392761,0.06630658358335495,0.01662994548678398,0.010387939400970936,0.24807895720005035,0.35618856549263,0.26035478711128235,sad,-0.4707903480157256
1_10977_u,Let's not talk about this in front of our friends.,0.32883280515670776,0.42075279355049133,0.018224481493234634,0.004241385497152805,0.20214278995990753,0.022818265482783318,0.0029874728061258793,disgust,-0.7863869601860642
1_11006_u,Maybe it's a good thing we came here. It's like a lesson in what not to do.,0.01706170104444027,0.040436189621686935,0.027092423290014267,0.04920446127653122,0.8482643961906433,0.011768760159611702,0.00617198133841157,neutral,-0.047154612839221954
1_11021_u,"Same as all of us, getting out of a car without underwear.",0.03316725790500641,0.7164415121078491,0.023081321269273758,0.0011355573078617454,0.18775229156017303,0.027828823775053024,0.010593105107545853,disgust,-0.7993833577493206
1_11042_u,"Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",0.06402366608381271,0.700724720954895,0.004312730859965086,0.0030259264167398214,0.21241053938865662,0.010762231424450874,0.004740205127745867,disgust,-0.7767974229063839
1_11046_u,"Wow, he really went where no man has gone before.",0.003314075991511345,0.0031230433378368616,0.002177818678319454,0.003447686554864049,0.009186385199427605,0.0013938556658104062,0.9773570895195007,surprise,-0.006561107118614018
1_11051_u,"Well, he said it was a tribble. It could be a toupee, but either way, it's pretty cool.",0.010945904068648815,0.05549843609333038,0.00255473330616951,0.19733895361423492,0.7157305479049683,0.007183906622231007,0.010747497901320457,neutral,0.12115597352385521
1_11055_u,"Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available.",0.04517081379890442,0.5207802057266235,0.003596141003072262,0.031220629811286926,0.354627400636673,0.009466852061450481,0.03513793274760246,disgust,-0.5477933827787638
1_11098_u,"Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.",0.006125979125499725,0.006869220174849033,0.002205499680712819,0.001602037693373859,0.012024504132568836,0.0015067205531522632,0.9696660041809082,surprise,-0.015105381840839982
1_11120_u,"Next time I might be in a rush, it's good to have a few in the bank.",0.008940310217440128,0.003885129000991583,0.0035743783228099346,0.2606334090232849,0.7047718167304993,0.003266160376369953,0.014928766526281834,neutral,0.2409674311056733
1_11177_u,I'm listening to you snore. I'm wondering how I'll ever sleep without it.,0.007495822850614786,0.010477868840098381,0.008431313559412956,0.00235128216445446,0.02308632992208004,0.006317897234112024,0.9418394565582275,surprise,-0.030371620319783688
1_11201_u,"He probably got a new one. Finish your breakfast. Look, there's an entire section of my dashboard that doesn't have any syrup on it.",0.021560488268733025,0.12245894223451614,0.006112109869718552,0.00543998833745718,0.7526022791862488,0.027995765209197998,0.06383039057254791,neutral,-0.17268731724470854
1_11224_u,And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,0.32836055755615234,0.31648820638656616,0.028292495757341385,0.005263179074972868,0.2845686376094818,0.02706284075975418,0.009964130818843842,angry,-0.6949409213848412
1_11232_u,"And I love that I work and do all the cleaning, and you're okay with that.",0.05023755505681038,0.06751812249422073,0.0023456441704183817,0.6217019557952881,0.2189655303955078,0.031248271465301514,0.00798296183347702,happy,0.4703523626085371
1_11236_u,"Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose.",0.05377392843365669,0.3240402936935425,0.2515779435634613,0.0023620103020220995,0.29966485500335693,0.047947220504283905,0.020633751526474953,disgust,-0.6749773758929223
1_11242_u,"I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",0.03653702512383461,0.2057523876428604,0.0025423835031688213,0.3681776225566864,0.35580018162727356,0.016155289486050606,0.015035075135529041,happy,0.10719053680077195
1_11243_u,I love that you're too good to pee in the kitchen sink.,0.014371592551469803,0.09072336554527283,0.0021307978313416243,0.7131853699684143,0.13681241869926453,0.020198676735162735,0.022577794268727303,happy,0.5857609373051673
1_11253_u,"So as they say, all good things must come to an end.",0.021038904786109924,0.05362426117062569,0.007743401452898979,0.033613793551921844,0.7696709036827087,0.11205961555242538,0.002248992444947362,neutral,-0.16085238941013813
1_11257_u,Doesn't Professor Abbott's family want any of this stuff?,0.29513344168663025,0.1578546166419983,0.007521679159253836,0.0015326346037909389,0.45342522859573364,0.060020267963409424,0.024512125179171562,neutral,-0.5189973708475009
1_11306_u,"I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",0.0015724902041256428,0.010189244523644447,0.0030016954988241196,0.00901461485773325,0.06611128151416779,0.8974788188934326,0.012631818652153015,sad,-0.9032276342622936
1_11322_u,"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",0.0853663757443428,0.12940622866153717,0.0033951785881072283,0.20890069007873535,0.5534493327140808,0.004628367256373167,0.01485383603721857,neutral,-0.013895460171625018
1_11378_u,Are you sure a dummy like me can handle something as complicated as a blanket?,0.04057897999882698,0.07766441255807877,0.014614834450185299,0.013026317581534386,0.6495231986045837,0.0179135762155056,0.1866786926984787,neutral,-0.13774548564106226
1_11439_u,"No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",0.42749375104904175,0.13006865978240967,0.18850696086883545,0.0031012599356472492,0.20626963675022125,0.03747155889868736,0.007088230457156897,angry,-0.780439670663327
1_1144_u,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""",0.009363862685859203,0.015978291630744934,0.004225293640047312,0.0012602064525708556,0.9415819048881531,0.01589346118271351,0.011696932837367058,neutral,-0.0442007026867941
1_11485_u,Is that why you had to take him to Office Depot last night?,0.03396330028772354,0.022811131551861763,0.007538602687418461,0.0031157159246504307,0.1807779222726822,0.011525974608957767,0.7402673959732056,surprise,-0.0727232932113111
1_11526_u,"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",0.01471218466758728,0.2793446183204651,0.292619913816452,0.021776679903268814,0.36002153158187866,0.019779959693551064,0.011745207943022251,neutral,-0.5846799965947866
1_11529_u,"And how difficult it is to do when she's bloated, cranky and crampy?",0.04834112897515297,0.5039715766906738,0.0300352331250906,0.003027003025636077,0.2530323565006256,0.08306736499071121,0.07852543890476227,disgust,-0.6623883007559925
1_11609_u,"I've, uh, created some other user accounts so I can post positive comments about their paper.",0.005960382986813784,0.006733287591487169,0.0008973975200206041,0.022162269800901413,0.9514865279197693,0.0031748232431709766,0.009585348889231682,neutral,0.005396378459408879
1_11697_u,The answer's in this puzzle box. Let's see if you can open it.,0.0052528721280395985,0.0029801521450281143,0.001460500992834568,0.00887901522219181,0.9568750858306885,0.0034538835752755404,0.021098509430885315,neutral,-0.0042683936189860106
1_11699_u,"No, Stuart picked out those throw pillows all on his own.",0.01257630717009306,0.031293172389268875,0.0016018268652260303,0.003923940937966108,0.9311613440513611,0.007171681150794029,0.01227167434990406,neutral,-0.048719046637415886
1_11723_u,"Not much, but he seemed to be in a pretty good place.",0.003676528576761484,0.04436133801937103,0.004470167215913534,0.2801855802536011,0.6163965463638306,0.02001368999481201,0.030896203592419624,neutral,0.207663856446743
1_11736_u,"I don't know, perhaps somebody took it off the carousel by mistake?",0.039476897567510605,0.0626840740442276,0.020280571654438972,0.004654952324926853,0.47124385833740234,0.01596851833164692,0.3856911063194275,neutral,-0.13375510927289724
1_11773_u,This is why I've been saying we should keep champagne on ice.,0.018809817731380463,0.03905174508690834,0.005473279859870672,0.008918050676584244,0.9128730893135071,0.011508083902299404,0.003365859854966402,neutral,-0.06592487590387464
1_1180_u,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",0.025189897045493126,0.13275007903575897,0.01655542477965355,0.0034307425376027822,0.7660021185874939,0.04606478288769722,0.010006885044276714,neutral,-0.21712944121100008
1_1185_u,I think tonight was a very good start.,0.001185237430036068,0.002001109765842557,0.00214055716060102,0.964905321598053,0.023657111451029778,0.0018585374346002936,0.004252082202583551,happy,0.957719879806973
1_11885_u,"Yeah, turns out half a dozen menorahs really sets a mood.",0.013727115467190742,0.014377003535628319,0.0020976667292416096,0.27480050921440125,0.5003620982170105,0.014428986236453056,0.1802065670490265,neutral,0.23016973724588752
1_11889_u,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",0.0037365660537034273,0.013048321008682251,0.001558136660605669,0.043682537972927094,0.9240199327468872,0.006863187532871962,0.007091199047863483,neutral,0.018476326717063785
1_1189_u,"I'm sorry, I am not going back to the Renaissance fair.",0.0037663227412849665,0.01617693342268467,0.015558231621980667,0.0029043827671557665,0.06391218304634094,0.8616570830345154,0.03602488711476326,sad,-0.8942541880533099
1_11901_u,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",0.13897907733917236,0.14579123258590698,0.040494441986083984,0.08017972856760025,0.4808807671070099,0.043406493961811066,0.07026823610067368,neutral,-0.28849151730537415
1_11913_u,It's why my people wandered the desert for 40 years. Took that long to walk it off.,0.007336505223065615,0.008029633201658726,0.008069406263530254,0.003358762478455901,0.9560968279838562,0.007280332036316395,0.009828575886785984,neutral,-0.02735711424611509
1_11924_u,"All right, Amy's in charge of pricing and being 75.",0.031489383429288864,0.020862087607383728,0.0008561305003240705,0.03739236295223236,0.8825151324272156,0.007267915643751621,0.019616972655057907,neutral,-0.023083154228515923
1_11928_u,"And if I had a friend, they might have told me that.",0.01121207233518362,0.010856314562261105,0.005145261529833078,0.007490414194762707,0.9220896363258362,0.01725957542657852,0.02594679594039917,neutral,-0.03698280965909362
